ID,date,SID,comic_name,source,filemask,type,destination,path,filename
,,6,Dilbert,Sunday_Comics/Dilbert_Sunday/,dt%symd%lvl.tif,Sunday Color,/%dS%/,,dt%sW%lvl.tif
,,6,Dilbert,Sunday_Comics/Dilbert_Sunday/,dt%symd%qsc.tif,Sunday Color,/%dS%/,,dt%sW%qsc.tif
,,6,Dilbert,Sunday_Comics/Dilbert_Sunday/,dt%symd%qsk.tif,Sunday Color,/%dS%/,,dt%sW%qsk.tif
,,6,Dilbert,Sunday_Comics/Dilbert_Sunday/,dt%symd%qsl.tif,Sunday Color,/%dS%/,,dt%sW%qsl.tif
,,6,Dilbert,Sunday_Comics/Dilbert_Sunday/,dt%symd%tsc.tif,Sunday Color,/%dS%/,,dt%sW%tsc.tif
,,6,Dilbert,Sunday_Comics/Dilbert_Sunday/,dt%symd%tsl.tif,Sunday Color,/%dS%/,,dt%sW%tsl.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%comb_ft.tif,Sunday Color,/%dS%/,,don%sW%ftcmyk.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%comb_hs.tif,Sunday Color,/%dS%/,,don%sW%hscmyk.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%comb_lv.tif,Sunday Color,/%dS%/,,don%sW%lvcmyk.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%comb_mv.tif,Sunday Color,/%dS%/,,don%sW%mvcmyk.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%comb_sv.tif,Sunday Color,/%dS%/,,don%sW%svcmyk.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%comb_ts.tif,Sunday Color,/%dS%/,,don%sW%tscmyk.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%ftc.tif,Sunday Color,/%dS%/,,don%sW%ftc.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%ftk.tif,Sunday Color,/%dS%/,,don%sW%ftk.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%ftl.tif,Sunday Color,/%dS%/,,don%sW%ftl.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%hsc.tif,Sunday Color,/%dS%/,,don%sW%hsc.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%hsk.tif,Sunday Color,/%dS%/,,don%sW%hsk.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%hsl.tif,Sunday Color,/%dS%/,,don%sW%hsl.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%lvc.tif,Sunday Color,/%dS%/,,don%sW%lvc.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%lvl.tif,Sunday Color,/%dS%/,,don%sW%lvl.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%mvc.tif,Sunday Color,/%dS%/,,don%sW%mvc.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%mvk.tif,Sunday Color,/%dS%/,,don%sW%mvk.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,don%symd%mvl.tif,Sunday Color,/%dS%/,,don%sW%mvl.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%svc.tif,Sunday Color,/%dS%/,,don%sW%svc.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%svl.tif,Sunday Color,/%dS%/,,don%sW%svl.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%tsc.tif,Sunday Color,/%dS%/,,don%sW%tsc.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%tsk.tif,Sunday Color,/%dS%/,,don%sW%tsk.tif
,,6,Doonesbury,Sunday_Comics/Doonesbury/,db%symd%tsl.tif,Sunday Color,/%dS%/,,don%sW%tsl.tif
,,6,Duplex,Sunday_Comics/Duplex_Sundays/,dp%symd%comb_qs.tif,Sunday Color,/%dS%/,,dup%sW%qscmyk.tif
,,6,Duplex,Sunday_Comics/Duplex_Sundays/,dp%symd%comb_ts.tif,Sunday Color,/%dS%/,,dup%sW%tscmyk.tif
,,6,Duplex,Sunday_Comics/Duplex_Sundays/,dp%symd%qsc.tif,Sunday Color,/%dS%/,,dup%sW%qsc.tif
,,6,Duplex,Sunday_Comics/Duplex_Sundays/,dp%symd%qsl.tif,Sunday Color,/%dS%/,,dup%sW%qsl.tif
,,6,Duplex,Sunday_Comics/Duplex_Sundays/,dp%symd%tsc.tif,Sunday Color,/%dS%/,,dup%sW%tsc.tif
,,6,Duplex,Sunday_Comics/Duplex_Sundays/,dp%symd%tsl.tif,Sunday Color,/%dS%/,,dup%sW%tsl.tif
,,6,Flying McCoys,Sunday_Comics/Flying_McCoys_Sundays/,fmc%symd%comb_qs.tif,Sunday Color,/%dS%/,,fly%sW%qscmyk.tif
,,6,Flying McCoys,Sunday_Comics/Flying_McCoys_Sundays/,fmc%symd%comb_ts.tif,Sunday Color,/%dS%/,,fly%sW%tscmyk.tif
,,6,Flying McCoys,Sunday_Comics/Flying_McCoys_Sundays/,fmc%symd%qsc.tif,Sunday Color,/%dS%/,,fly%sW%qsc.tif
,,6,Flying McCoys,Sunday_Comics/Flying_McCoys_Sundays/,fmc%symd%qsl.tif,Sunday Color,/%dS%/,,fly%sW%qsl.tif
,,6,Flying McCoys,Sunday_Comics/Flying_McCoys_Sundays/,fmc%symd%tsc.tif,Sunday Color,/%dS%/,,fly%sW%tsc.tif
,,6,Flying McCoys,Sunday_Comics/Flying_McCoys_Sundays/,fmc%symd%tsl.tif,Sunday Color,/%dS%/,,fly%sW%tsl.tif
,,6,Foxtrot,Sunday_Comics/Foxtrot/,fox%symd%comb_hs.tif,Sunday Color,/%dS%/,,fox%sW%hscmyk.tif
,,6,Foxtrot,Sunday_Comics/Foxtrot/,fox%symd%comb_qs.tif,Sunday Color,/%dS%/,,fox%sW%qscmyk.tif
,,6,Foxtrot,Sunday_Comics/Foxtrot/,fox%symd%comb_ts.tif,Sunday Color,/%dS%/,,fox%sW%tscmyk.tif
,,6,Foxtrot,Sunday_Comics/Foxtrot/,fox%symd%hsc.tif,Sunday Color,/%dS%/,,fox%sW%hsc.tif
,,6,Foxtrot,Sunday_Comics/Foxtrot/,fox%symd%hsl.tif,Sunday Color,/%dS%/,,fox%sW%hsl.tif
,,6,Foxtrot,Sunday_Comics/Foxtrot/,fox%symd%qsc.tif,Sunday Color,/%dS%/,,fox%sW%qsc.tif
,,6,Foxtrot,Sunday_Comics/Foxtrot/,fox%symd%qsl.tif,Sunday Color,/%dS%/,,fox%sW%qsl.tif
,,6,Foxtrot,Sunday_Comics/Foxtrot/,fox%symd%tsc.tif,Sunday Color,/%dS%/,,fox%sW%tsc.tif
,,6,Foxtrot,Sunday_Comics/Foxtrot/,fox%symd%tsl.tif,Sunday Color,/%dS%/,,fox%sW%tsl.tif
,,6,Fred Basset,Sunday_Comics/Fred_Basset_Sunday/,fba%symd%comb_ht.tif,Sunday Color,/%dS%/,,bst%sW%htcmyk.tif
,,6,Fred Basset,Sunday_Comics/Fred_Basset_Sunday/,fba%symd%comb_ts.tif,Sunday Color,/%dS%/,,bst%sW%tscmyk.tif
,,6,Fred Basset,Sunday_Comics/Fred_Basset_Sunday/,fba%symd%htc.tif,Sunday Color,/%dS%/,,bst%sW%htc.tif
,,6,Fred Basset,Sunday_Comics/Fred_Basset_Sunday/,fba%symd%htl.tif,Sunday Color,/%dS%/,,bst%sW%htl.tif
,,6,Fred Basset,Sunday_Comics/Fred_Basset_Sunday/,fba%symd%tsc.tif,Sunday Color,/%dS%/,,bst%sW%tsc.tif
,,6,Fred Basset,Sunday_Comics/Fred_Basset_Sunday/,fba%symd%tsl.tif,Sunday Color,/%dS%/,,bst%sW%tsl.tif
,,6,Fusco,Sunday_Comics/Fusco_Sunday/,fu%symd%comb_ht.tif,Sunday Color,/%dS%/,,fsc%sW%htcmyk.tif
,,6,Fusco,Sunday_Comics/Fusco_Sunday/,fu%symd%comb_qs.tif,Sunday Color,/%dS%/,,fsc%sW%qscmyk.tif
,,6,Fusco,Sunday_Comics/Fusco_Sunday/,fu%symd%comb_ts.tif,Sunday Color,/%dS%/,,fsc%sW%tscmyk.tif
,,6,Fusco,Sunday_Comics/Fusco_Sunday/,fu%symd%htc.tif,Sunday Color,/%dS%/,,fsc%sW%htc.tif
,,6,Fusco,Sunday_Comics/Fusco_Sunday/,fu%symd%htl.tif,Sunday Color,/%dS%/,,fsc%sW%htl.tif
,,6,Fusco,Sunday_Comics/Fusco_Sunday/,fu%symd%qsc.tif,Sunday Color,/%dS%/,,fsc%sW%qsc.tif
,,6,Fusco,Sunday_Comics/Fusco_Sunday/,fu%symd%qsl.tif,Sunday Color,/%dS%/,,fsc%sW%qsl.tif
,,6,Fusco,Sunday_Comics/Fusco_Sunday/,fu%symd%tsc.tif,Sunday Color,/%dS%/,,fsc%sW%tsc.tif
,,6,Fusco,Sunday_Comics/Fusco_Sunday/,fu%symd%tsl.tif,Sunday Color,/%dS%/,,fsc%sW%tsl.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%comb_ft.tif,Sunday Color,/%dS%/,,gar%sW%ftcmyk.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%comb_hs.tif,Sunday Color,/%dS%/,,gar%sW%hscmyk.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%comb_mv.tif,Sunday Color,/%dS%/,,gar%sW%mvcmyk.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%comb_qs.tif,Sunday Color,/%dS%/,,gar%sW%qscmyk.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%comb_qs.pdf,Sunday Color,/%dS%/,,gar%sW%qscmyk.pdf
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%comb_sv.tif,Sunday Color,/%dS%/,,gar%sW%svcmyk.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%comb_ts.tif,Sunday Color,/%dS%/,,gar%sW%tscmyk.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%ftc.tif,Sunday Color,/%dS%/,,gar%sW%ftc.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%ftl.tif,Sunday Color,/%dS%/,,gar%sW%ftl.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%hsc.tif,Sunday Color,/%dS%/,,gar%sW%hsc.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%hsk.tif,Sunday Color,/%dS%/,,gar%sW%hsk.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%hsl.tif,Sunday Color,/%dS%/,,gar%sW%hsl.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%mvc.tif,Sunday Color,/%dS%/,,gar%sW%mvc.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%mvl.tif,Sunday Color,/%dS%/,,gar%sW%mvl.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%qsc.tif,Sunday Color,/%dS%/,,gar%sW%qsc.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%qsk.tif,Sunday Color,/%dS%/,,gar%sW%qsk.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%qsl.tif,Sunday Color,/%dS%/,,gar%sW%qsl.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%svc.tif,Sunday Color,/%dS%/,,gar%sW%svc.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%svl.tif,Sunday Color,/%dS%/,,gar%sW%svl.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%tsc.tif,Sunday Color,/%dS%/,,gar%sW%tsc.tif
,,6,Garfield,Sunday_Comics/Garfield/,ga%symd%tsl.tif,Sunday Color,/%dS%/,,gar%sW%tsl.tif
,,6,Heart of the City,Sunday_Comics/Heart_of_the_City/,hc%symd%comb_qs.tif,Sunday Color,/%dS%/,,hrt%sW%qscmyk.tif
,,6,Heart of the City,Sunday_Comics/Heart_of_the_City/,hc%symd%comb_ts.tif,Sunday Color,/%dS%/,,hrt%sW%tscmyk.tif
,,6,Heart of the City,Sunday_Comics/Heart_of_the_City/,hc%symd%qsc.tif,Sunday Color,/%dS%/,,hrt%sW%qsc.tif
,,6,Heart of the City,Sunday_Comics/Heart_of_the_City/,hc%symd%qsk.tif,Sunday Color,/%dS%/,,hrt%sW%qsk.tif
,,6,Heart of the City,Sunday_Comics/Heart_of_the_City/,hc%symd%qsl.tif,Sunday Color,/%dS%/,,hrt%sW%qsl.tif
,,6,Heart of the City,Sunday_Comics/Heart_of_the_City/,hc%symd%tsc.tif,Sunday Color,/%dS%/,,hrt%sW%tsc.tif
,,6,Heart of the City,Sunday_Comics/Heart_of_the_City/,hc%symd%tsl.tif,Sunday Color,/%dS%/,,hrt%sW%tsl.tif
,,6,La Cucaracha,Sunday_Comics/La_Cucaracha_Sunday/,lc%symd%comb_qs.tif,Sunday Color,/%dS%/,,lac%sW%qscmyk.tif
,,6,La Cucaracha,Sunday_Comics/La_Cucaracha_Sunday/,lc%symd%comb_ts.tif,Sunday Color,/%dS%/,,lac%sW%tscmyk.tif
,,6,La Cucaracha,Sunday_Comics/La_Cucaracha_Sunday/,lc%symd%qsc.tif,Sunday Color,/%dS%/,,lac%sW%qsc.tif
,,6,La Cucaracha,Sunday_Comics/La_Cucaracha_Sunday/,lc%symd%qsl.tif,Sunday Color,/%dS%/,,lac%sW%qsl.tif
,,6,La Cucaracha,Sunday_Comics/La_Cucaracha_Sunday/,lc%symd%tsc.tif,Sunday Color,/%dS%/,,lac%sW%tsc.tif
,,6,La Cucaracha,Sunday_Comics/La_Cucaracha_Sunday/,lc%symd%tsl.tif,Sunday Color,/%dS%/,,lac%sW%tsl.tif
,,6,Lio,Sunday_Comics/Lio_Sundays/,lio%symd%comb_qs.tif,Sunday Color,/%dS%/,,lio%sW%qscmyk.tif
,,6,Lio,Sunday_Comics/Lio_Sundays/,lio%symd%comb_ts.tif,Sunday Color,/%dS%/,,lio%sW%tscmyk.tif
,,6,Lio,Sunday_Comics/Lio_Sundays/,lio%symd%qsc.tif,Sunday Color,/%dS%/,,lio%sW%qsc.tif
,,6,Lio,Sunday_Comics/Lio_Sundays/,lio%symd%qsk.tif,Sunday Color,/%dS%/,,lio%sW%qsk.tif
,,6,Lio,Sunday_Comics/Lio_Sundays/,lio%symd%qsl.tif,Sunday Color,/%dS%/,,lio%sW%qsl.tif
,,6,Lio,Sunday_Comics/Lio_Sundays/,lio%symd%tsc.tif,Sunday Color,/%dS%/,,lio%sW%tsc.tif
,,6,Lio,Sunday_Comics/Lio_Sundays/,lio%symd%tsl.tif,Sunday Color,/%dS%/,,lio%sW%tsl.tif
,,6,Non Sequitor,Sunday_Comics/Non_Sequitur_Sundays,non%symd%comb_mv.tif,Sunday Color,/%dS%/,,non%sW%mvcmyk.tif
,,6,Non Sequitor,Sunday_Comics/Non_Sequitur_Sundays,non%symd%comb_sv.tif,Sunday Color,/%dS%/,,non%sW%svcmyk.tif
,,6,Non Sequitor,Sunday_Comics/Non_Sequitur_Sundays,non%symd%mvc.tif,Sunday Color,/%dS%/,,non%sW%mvc.tif
,,6,Non Sequitor,Sunday_Comics/Non_Sequitur_Sundays,non%symd%mvl.tif,Sunday Color,/%dS%/,,non%sW%mvl.tif
,,6,Non Sequitor,Sunday_Comics/Non_Sequitur_Sundays,non%symd%svc.tif,Sunday Color,/%dS%/,,non%sW%svc.tif
,,6,Non Sequitor,Sunday_Comics/Non_Sequitur_Sundays,non%symd%svl.tif,Sunday Color,/%dS%/,,non%sW%svl.tif
,,6,Overboard,Sunday_Comics/Overboard/,ob%symd%comb_qs.tif,Sunday Color,/%dS%/,,ovb%sW%qscmyk.tif
,,6,Overboard,Sunday_Comics/Overboard/,ob%symd%comb_ts.tif,Sunday Color,/%dS%/,,ovb%sW%tscmyk.tif
,,6,Overboard,Sunday_Comics/Overboard/,ob%symd%qsc.tif,Sunday Color,/%dS%/,,ovb%sW%qsc.tif
,,6,Overboard,Sunday_Comics/Overboard/,ob%symd%qsl.tif,Sunday Color,/%dS%/,,ovb%sW%qsl.tif
,,6,Overboard,Sunday_Comics/Overboard/,ob%symd%tsc.tif,Sunday Color,/%dS%/,,ovb%sW%tsc.tif
,,6,Overboard,Sunday_Comics/Overboard/,ob%symd%tsl.tif,Sunday Color,/%dS%/,,ovb%sW%tsl.tif
,,6,Peanuts,Sunday_Comics/Peanuts_Sunday/,pe%symd%comb_ft.tif,Sunday Color,/%dS%/,,pe%sW%comb_ft.tif
,,6,Peanuts,Sunday_Comics/Peanuts_Sunday/,pe%symd%comb_hs.tif,Sunday Color,/%dS%/,,pe%sW%comb_hs.tif
,,6,Peanuts,Sunday_Comics/Peanuts_Sunday/,pe%symd%comb_lv.tif,Sunday Color,/%dS%/,,pe%sW%comb_lv.tif
,,6,Peanuts,Sunday_Comics/Peanuts_Sunday/,pe%symd%comb_qs.pdf,Sunday Color,/%dS%/,,pe%sW%comb_qs.pdf
,,6,Peanuts,Sunday_Comics/Peanuts_Sunday/,pe%symd%comb_qs.tif,Sunday Color,/%dS%/,,pe%sW%comb_qs.tif
,,6,Peanuts,Sunday_Comics/Peanuts_Sunday/,pe%symd%comb_sv.tif,Sunday Color,/%dS%/,,pe%sW%comb_sv.tif
